datetime,TMP,RH,APCP,WS,WD
2022-10-01 00:00:00,11.2,90.3,0,0.1,0
2022-10-01 01:00:00,10.8,91.4,0,0.1,0
2022-10-01 02:00:00,10.5,93.4,0,0,0
2022-10-01 03:00:00,10.6,94,0,0,0
2022-10-01 04:00:00,10.4,94.4,0,0,0
2022-10-01 05:00:00,9.9,94.6,0,0.4,0
2022-10-01 06:00:00,9.6,95.2,0,0.2,0
2022-10-01 07:00:00,11.8,89,0,0.1,0
2022-10-01 08:00:00,15.6,68.8,0,2.6,0
2022-10-01 09:00:00,17.3,61,0,4.5,188
2022-10-01 10:00:00,19.1,56.1,0,5.3,237
2022-10-01 11:00:00,21,50.4,0,5.7,89
2022-10-01 12:00:00,22.4,46.1,0,7,240
2022-10-01 13:00:00,24.1,38.4,0,6.2,145
2022-10-01 14:00:00,25.2,34.2,0,6.3,160
2022-10-01 15:00:00,25.6,36.4,0,8.1,173
2022-10-01 16:00:00,24.3,40.6,0,8.7,225
2022-10-01 17:00:00,21.8,48.7,0,9,206
2022-10-01 18:00:00,18.4,59.4,0,7.7,206
2022-10-01 19:00:00,16.3,66.2,0,4.3,191
2022-10-01 20:00:00,14.8,69.2,0,3.1,155
2022-10-01 21:00:00,13.8,74,0,1.4,139
2022-10-01 22:00:00,12.9,78.4,0,1.9,0
2022-10-01 23:00:00,11.8,83.5,0,2.3,0
2022-10-02 00:00:00,10.2,89.6,0,1.1,174
2022-10-02 01:00:00,9.3,93.5,0,0.9,0
2022-10-02 02:00:00,8.8,95.2,0,0.4,257
2022-10-02 03:00:00,8.1,95.8,0,0.1,0
2022-10-02 04:00:00,7.9,96.3,0,0.4,0
2022-10-02 05:00:00,7.6,96.3,0,0.2,0
2022-10-02 06:00:00,7.5,96.6,0,0.3,0
2022-10-02 07:00:00,9.7,92.9,0,0.9,0
2022-10-02 08:00:00,14.2,72.1,0,1.2,273
2022-10-02 09:00:00,18.2,55.3,0,2.1,219
2022-10-02 10:00:00,21.4,42.1,0,2.6,0
2022-10-02 11:00:00,24.2,33.3,0,3.3,345
2022-10-02 12:00:00,26.2,30.3,0,6.2,182
2022-10-02 13:00:00,26.3,32.6,0,9.4,214
2022-10-02 14:00:00,26,35.2,0,9.8,275
2022-10-02 15:00:00,25.4,37.4,0,9.3,192
2022-10-02 16:00:00,24.8,38,0,7.8,200
2022-10-02 17:00:00,22.7,43.1,0,8.1,212
2022-10-02 18:00:00,19.5,53.6,0,6,193
2022-10-02 19:00:00,17.1,61.5,0,4.3,201
2022-10-02 20:00:00,15.3,67.9,0,1.4,149
2022-10-02 21:00:00,13.7,73.9,0,0.8,175
2022-10-02 22:00:00,12.8,78.5,0,0.6,295
2022-10-02 23:00:00,12.2,80.8,0,3.4,128
2022-10-03 00:00:00,10.5,88.4,0,4.4,175
2022-10-03 01:00:00,9.1,95.1,0,3.2,0
2022-10-03 02:00:00,8.7,96.8,0,2.6,180
2022-10-03 03:00:00,8.9,97.2,0,2,0
2022-10-03 04:00:00,8.9,97.2,0,1.6,261
2022-10-03 05:00:00,9,97.1,0,2.1,178
2022-10-03 06:00:00,8.5,97.2,0,4.3,192
2022-10-03 07:00:00,8.5,97.6,0,3,150
2022-10-03 08:00:00,8.8,96.2,0,3.3,215
2022-10-03 09:00:00,9.3,92.9,0,3,148
2022-10-03 10:00:00,10.2,88.9,0,2.4,243
2022-10-03 11:00:00,11,84.2,0,4.6,143
