datetime,TMP,RH,APCP,WS,WD
2022-10-01 00:00:00,7.9,94.8,0,0.6,0
2022-10-01 01:00:00,7.8,97.8,0,1.7,227
2022-10-01 02:00:00,7,97.7,0,2.1,0
2022-10-01 03:00:00,6.9,96.8,0,1.2,323
2022-10-01 04:00:00,6.7,97.9,0,1.7,0
2022-10-01 05:00:00,6.8,99,0,2.8,253
2022-10-01 06:00:00,6.1,98.4,0,1.6,249
2022-10-01 07:00:00,8.6,97.9,0,2.7,0
2022-10-01 08:00:00,10.5,97.5,0,10,87
2022-10-01 09:00:00,12.9,84.4,0,7.8,117
2022-10-01 10:00:00,14.8,77.6,0,9.5,100
2022-10-01 11:00:00,17.2,68.8,0,11.6,87
2022-10-01 12:00:00,20.3,58.9,0,7.8,120
2022-10-01 13:00:00,23,51,0,10.7,153
2022-10-01 14:00:00,23.7,52.3,0,12.6,268
2022-10-01 15:00:00,23.5,54.3,0,13,270
2022-10-01 16:00:00,21.6,57.2,0,15.3,263
2022-10-01 17:00:00,19,63.5,0,16,189
2022-10-01 18:00:00,16.1,73.3,0,9.9,175
2022-10-01 19:00:00,14.4,80.1,0,3.8,296
2022-10-01 20:00:00,12.8,86.4,0,8.4,64
2022-10-01 21:00:00,11.7,91.7,0,7.5,110
2022-10-01 22:00:00,11.9,92,0,5.4,95
2022-10-01 23:00:00,11.9,92.4,0,4.8,125
2022-10-02 00:00:00,11.6,95,0,4.1,80
2022-10-02 01:00:00,11.5,95.9,0,2.2,119
2022-10-02 02:00:00,11.4,97,0,1.2,172
2022-10-02 03:00:00,11.1,98.5,0,3.7,281
2022-10-02 04:00:00,10.8,99.8,0,4.8,261
2022-10-02 05:00:00,10.7,99.9,0,3.2,231
2022-10-02 06:00:00,10.3,99.9,0,2.9,303
2022-10-02 07:00:00,10.2,99.8,0,1.9,261
2022-10-02 08:00:00,10.5,99.9,0,1.6,214
2022-10-02 09:00:00,11,99,0,1.2,0
2022-10-02 10:00:00,14.1,83.1,0,3.3,96
2022-10-02 11:00:00,16.6,72.6,0,11.3,75
