datetime,TMP,RH,APCP,WS,WD
2019-11-01 00:00:00,8.3,28.6,0,13,23
2019-11-01 01:00:00,5.9,50.9,0,10.6,123
2019-11-01 02:00:00,2.5,86.6,0,4.5,142
2019-11-01 03:00:00,2.6,83.2,0,2.4,121
2019-11-01 04:00:00,5.2,54,0,5.6,275
2019-11-01 05:00:00,5.8,32,0,5.7,55
2019-11-01 06:00:00,4.9,30.2,0,6.5,229
2019-11-01 07:00:00,4.4,39.6,0,6.5,60
2019-11-01 08:00:00,5.1,44,0,7.9,145
2019-11-01 09:00:00,6.2,30.7,0,10.8,266
2019-11-01 10:00:00,6.7,34.8,0,8.2,135
2019-11-01 11:00:00,5,49,0,10.9,184
2019-11-01 12:00:00,1.6,87.8,0,7.3,193
2019-11-01 13:00:00,0.4,91,0,5.2,218
2019-11-01 14:00:00,1.4,88,0.1,14.3,171
2019-11-01 15:00:00,1.4,86.5,0,12.1,120
2019-11-01 16:00:00,0.7,90.8,0,3.6,169
2019-11-01 17:00:00,1.6,86,0,6.2,190
2019-11-01 18:00:00,2.1,79,0.1,5.6,155
2019-11-01 19:00:00,1.7,60.6,0,4,18
2019-11-01 20:00:00,0.8,69.8,0,3.3,67
2019-11-01 21:00:00,0.6,61.4,0,3.3,25
2019-11-01 22:00:00,2.4,33.7,0,8.5,237
2019-11-01 23:00:00,1.4,34.8,0,6.7,23
2019-11-02 00:00:00,2,27.6,0,8,37
2019-11-02 01:00:00,1.5,24.2,0,8.3,11
2019-11-02 02:00:00,2.5,18,0,9.6,34
2019-11-02 03:00:00,3.2,15.7,0,9.8,15
2019-11-02 04:00:00,3.4,16,0,11,32
2019-11-02 05:00:00,3.8,15,0,11.3,17
2019-11-02 06:00:00,4.7,14.6,0,10.9,18
2019-11-02 07:00:00,8.2,9.3,0,9.3,21
2019-11-02 08:00:00,10.3,10,0,7,15
2019-11-02 09:00:00,11.4,11.1,0,6.2,31
2019-11-02 10:00:00,12.2,12.4,0,6.5,296
2019-11-02 11:00:00,12.9,9.8,0,8.1,41
2019-11-02 12:00:00,13.8,9.5,0,9.9,19
2019-11-02 13:00:00,14.4,13.3,0,10.8,19
2019-11-02 14:00:00,15.3,13.4,0,9.9,15
