datetime,TMP,RH,APCP,WS,WD
2019-11-01 00:00:00,9.8,87.1,0,2.1,324
2019-11-01 01:00:00,8.8,91.6,0,1.2,14
2019-11-01 02:00:00,7.8,94.3,0,3.1,343
2019-11-01 03:00:00,8.7,90.8,0,4.4,331
2019-11-01 04:00:00,8.4,90,0,4.1,6
2019-11-01 05:00:00,8.4,92,0,3.7,217
2019-11-01 06:00:00,9.7,84.8,0,6.3,346
2019-11-01 07:00:00,11.3,76,0,9.1,354
2019-11-01 08:00:00,13.4,69,0,9.5,328
2019-11-01 09:00:00,12.4,80.6,2.4,4.5,264
2019-11-01 10:00:00,11.2,92.6,5.4,3.8,326
2019-11-01 11:00:00,11.5,93,2.7,2.3,330
2019-11-01 12:00:00,14,87.6,0,3,248
2019-11-01 13:00:00,16.6,70.3,0,5.1,215
2019-11-01 14:00:00,17.1,59.1,0,5.8,325
2019-11-01 15:00:00,15.9,61.1,0,4.3,221
2019-11-01 16:00:00,15.6,61.2,0,3.4,319
2019-11-01 17:00:00,15.1,64.8,0,2.7,258
2019-11-01 18:00:00,14.3,67.6,0,2.2,251
2019-11-01 19:00:00,12.8,76.2,0,2.3,259
2019-11-01 20:00:00,11.6,84.2,0.1,1.4,117
2019-11-01 21:00:00,11.2,81.6,0,3.4,125
2019-11-01 22:00:00,10.1,86.6,0,1.3,95
2019-11-01 23:00:00,8.8,93,0,1.5,135
2019-11-02 00:00:00,8.6,93.1,0,3.9,125
2019-11-02 01:00:00,8.3,90.7,0,3.6,98
2019-11-02 02:00:00,7.3,93.4,0,6,117
2019-11-02 03:00:00,6.9,94.4,0,5.8,138
2019-11-02 04:00:00,6.8,94.2,0,7,135
2019-11-02 05:00:00,6.4,94.4,0.1,6.1,101
2019-11-02 06:00:00,7.1,91.2,0,8.5,122
2019-11-02 07:00:00,9.1,84.2,0,8.5,126
2019-11-02 08:00:00,11.4,75.6,0,10.2,133
2019-11-02 09:00:00,13.2,67.2,0,13.6,103
2019-11-02 10:00:00,14.6,59.6,0,14.8,144
2019-11-02 11:00:00,16.1,50.2,0,16,90
2019-11-02 12:00:00,17.6,46.6,0,14,90
2019-11-02 13:00:00,18.9,46.6,0,13,161
